85.76032278	-180	158.58
85.76032278	-174.3749983	153.31
85.76032278	-168.7499737	149.08
85.76032278	-163.125247	147.04
85.76032278	-157.4999474	145.74
85.76032278	-151.8752207	147.66
85.76032278	-146.2499211	150.6
85.76032278	-140.6251944	154.72
85.76032278	-134.9998948	158.86
85.76032278	-129.3751681	164.33
85.76032278	-123.7498685	170.47
85.76032278	-118.1262877	177.41
85.76032278	-112.4998422	183.75
85.76032278	-106.8733966	190.89
85.76032278	-101.2526806	199.11
85.76032278	-95.62623509	207.03
85.76032278	-89.99978954	214.78
85.76032278	-84.37334399	219.7
85.76032278	-78.75262802	222.91
85.76032278	-73.12618247	227.21
85.76032278	-67.49973693	231.05
85.76032278	-61.87329138	234.08
85.76032278	-56.25257541	236.8
85.76032278	-50.62612986	238
85.76032278	-44.99968431	236.26
85.76032278	-39.37323876	234.13
85.76032278	-33.75252279	232.95
85.76032278	-28.12607724	229.55
85.76032278	-22.4996317	225.12
85.76032278	-16.87318615	216.34
85.76032278	-11.25247018	206.42
85.76032278	-5.62602463	198.39
85.76032278	0.000420918	190.95
85.76032278	5.626866466	183.3
85.76032278	11.24758244	178.44
85.76032278	16.87402798	174.92
85.76032278	22.50047353	170.58
85.76032278	28.12691908	168.74
85.76032278	33.74763505	167.48
85.76032278	39.3740806	165.2
85.76032278	45.00052615	163.14
85.76032278	50.6269717	160.95
85.76032278	56.24768767	161.37
85.76032278	61.87413321	163.83
85.76032278	67.50057876	166.17
85.76032278	73.12702431	169.48
85.76032278	78.74774028	173.58
85.76032278	84.37418583	177.59
85.76032278	90.00063138	181.96
85.76032278	95.62707693	187.36
85.76032278	101.2477929	192.2
85.76032278	106.8742384	195.52
85.76032278	112.500684	198.97
85.76032278	118.1271295	201.98
85.76032278	123.7478455	202.75
85.76032278	129.3742911	201.69
85.76032278	135.0007366	201.03
85.76032278	140.6271822	199.37
85.76032278	146.2478981	196.52
85.76032278	151.8743437	192.09
85.76032278	157.5007892	185.63
85.76032278	163.1272348	177.94
85.76032278	168.7479507	170.88
85.76032278	174.3743963	164.52
80.2713871	-180	197
80.2713871	-174.3749983	188.9
80.2713871	-168.7499737	186.64
80.2713871	-163.125247	187.28
80.2713871	-157.4999474	190.8
80.2713871	-151.8752207	199.4
80.2713871	-146.2499211	210.09
80.2713871	-140.6251944	222.75
80.2713871	-134.9998948	228.73
80.2713871	-129.3751681	236.2
80.2713871	-123.7498685	240.35
80.2713871	-118.1262877	247.73
80.2713871	-112.4998422	249.62
80.2713871	-106.8733966	251.73
80.2713871	-101.2526806	251.46
80.2713871	-95.62623509	250.24
80.2713871	-89.99978954	250.28
80.2713871	-84.37334399	253.81
80.2713871	-78.75262802	256.61
80.2713871	-73.12618247	258.02
80.2713871	-67.49973693	258.39
80.2713871	-61.87329138	266.26
80.2713871	-56.25257541	271.4
80.2713871	-50.62612986	274.47
80.2713871	-44.99968431	271.99
80.2713871	-39.37323876	267.01
80.2713871	-33.75252279	262.66
80.2713871	-28.12607724	252.3
80.2713871	-22.4996317	238.9
80.2713871	-16.87318615	229.51
80.2713871	-11.25247018	222.03
80.2713871	-5.62602463	216
80.2713871	0.000420918	213.29
80.2713871	5.626866466	213.17
80.2713871	11.24758244	217.06
80.2713871	16.87402798	221.38
80.2713871	22.50047353	227.16
80.2713871	28.12691908	228.71
80.2713871	33.74763505	231.75
80.2713871	39.3740806	226.04
80.2713871	45.00052615	224.97
80.2713871	50.6269717	222.71
80.2713871	56.24768767	218.19
80.2713871	61.87413321	219.7
80.2713871	67.50057876	220.32
80.2713871	73.12702431	221.6
80.2713871	78.74774028	224.42
80.2713871	84.37418583	229.45
80.2713871	90.00063138	234.58
80.2713871	95.62707693	245.17
80.2713871	101.2477929	262.97
80.2713871	106.8742384	285.18
80.2713871	112.500684	316.34
80.2713871	118.1271295	349.05
80.2713871	123.7478455	384.88
80.2713871	129.3742911	417.53
80.2713871	135.0007366	441.78
80.2713871	140.6271822	436.96
80.2713871	146.2478981	414.8
80.2713871	151.8743437	377.6
80.2713871	157.5007892	332.78
80.2713871	163.1272348	282.23
80.2713871	168.7479507	244.65
80.2713871	174.3743963	215.34
74.74234437	-180	299.44
74.74234437	-174.3749983	325.83
74.74234437	-168.7499737	357.06
74.74234437	-163.125247	380.03
74.74234437	-157.4999474	378.27
74.74234437	-151.8752207	360.17
74.74234437	-146.2499211	343.56
74.74234437	-140.6251944	324.68
74.74234437	-134.9998948	302.51
74.74234437	-129.3751681	287.42
74.74234437	-123.7498685	278.9
74.74234437	-118.1262877	274.1
74.74234437	-112.4998422	265.28
74.74234437	-106.8733966	248.5
74.74234437	-101.2526806	223.28
74.74234437	-95.62623509	197.93
74.74234437	-89.99978954	182.08
74.74234437	-84.37334399	172.86
74.74234437	-78.75262802	168.9
74.74234437	-73.12618247	168.51
74.74234437	-67.49973693	179.57
74.74234437	-61.87329138	191.42
74.74234437	-56.25257541	207.02
74.74234437	-50.62612986	211.02
74.74234437	-44.99968431	221.74
74.74234437	-39.37323876	228.34
74.74234437	-33.75252279	226.59
74.74234437	-28.12607724	225.01
74.74234437	-22.4996317	224.36
74.74234437	-16.87318615	215.8
74.74234437	-11.25247018	218.84
74.74234437	-5.62602463	235.55
74.74234437	0.000420918	255.08
74.74234437	5.626866466	272.6
74.74234437	11.24758244	289.82
74.74234437	16.87402798	304.28
74.74234437	22.50047353	314.25
74.74234437	28.12691908	326.39
74.74234437	33.74763505	329.42
74.74234437	39.3740806	328.25
74.74234437	45.00052615	316.92
74.74234437	50.6269717	308.58
74.74234437	56.24768767	300.99
74.74234437	61.87413321	299.59
74.74234437	67.50057876	306.43
74.74234437	73.12702431	313.04
74.74234437	78.74774028	312.09
74.74234437	84.37418583	310.49
74.74234437	90.00063138	293.21
74.74234437	95.62707693	278.72
74.74234437	101.2477929	267.51
74.74234437	106.8742384	263.75
74.74234437	112.500684	281.38
74.74234437	118.1271295	320.87
74.74234437	123.7478455	367.69
74.74234437	129.3742911	433.53
74.74234437	135.0007366	495.98
74.74234437	140.6271822	522.9
74.74234437	146.2478981	502.43
74.74234437	151.8743437	439.83
74.74234437	157.5007892	362.98
74.74234437	163.1272348	306.96
74.74234437	168.7479507	284.09
74.74234437	174.3743963	284.92
69.21330165	-180	518.39
69.21330165	-174.3749983	590.69
69.21330165	-168.7499737	617.36
69.21330165	-163.125247	590.03
69.21330165	-157.4999474	485.41
69.21330165	-151.8752207	356.64
69.21330165	-146.2499211	279.38
69.21330165	-140.6251944	236.05
69.21330165	-134.9998948	230.64
69.21330165	-129.3751681	249.72
69.21330165	-123.7498685	270.32
69.21330165	-118.1262877	280.21
69.21330165	-112.4998422	272.33
69.21330165	-106.8733966	248.46
69.21330165	-101.2526806	228.21
69.21330165	-95.62623509	216.63
69.21330165	-89.99978954	214.05
69.21330165	-84.37334399	223.87
69.21330165	-78.75262802	227.53
69.21330165	-73.12618247	239.28
69.21330165	-67.49973693	258.88
69.21330165	-61.87329138	276.77
69.21330165	-56.25257541	281.26
69.21330165	-50.62612986	283.61
69.21330165	-44.99968431	285.93
69.21330165	-39.37323876	290.08
69.21330165	-33.75252279	289.31
69.21330165	-28.12607724	289.41
